biomarker,parameter,spearman_rho,abs_spearman_rho,p_value,samples
FSH,cl_formation_scale,0.007768934601688908,0.007768934601688908,0.38094026858742436,12721
FSH,hp_cl_self_scale,-0.009421154730104544,0.009421154730104544,0.2880056693906225,12721
FSH,hp_cl_self_threshold,0.0502358988231472,0.0502358988231472,1.4363381418708246e-08,12721
FSH,hp_iof_scale,0.011259524618018706,0.011259524618018706,0.20413874948158628,12721
FSH,hp_iof_threshold,-0.01667008816710634,0.01667008816710634,0.06009145973243543,12721
FSH,cl_to_p4_scale,0.05358858249237195,0.05358858249237195,1.4677407105049104e-09,12721
FSH,p4_clearance,-0.2504078567919356,0.2504078567919356,3.9860930571269363e-181,12721
FSH,p4_baseline,0.04264466881526723,0.04264466881526723,1.4980337314541877e-06,12721
FSH,follicle_to_e2_scale,-0.07885202942303518,0.07885202942303518,5.26632946828261e-19,12721
FSH,e2_clearance,0.075132953142257,0.075132953142257,2.1532386036287662e-17,12721
FSH,follicle_to_inhibin_scale,-0.04287724303775201,0.04287724303775201,1.313087686385705e-06,12721
FSH,inhibin_clearance,-0.2451212321275133,0.2451212321275133,2.0812696489642947e-173,12721
FSH,hp_p4_enz_scale,-0.00312726246334092,0.00312726246334092,0.7243268270844572,12721
FSH,hp_p4_enz_threshold,0.04219263794732949,0.04219263794732949,1.9316128352350296e-06,12721
FSH,enz_clearance,-0.007117046588555782,0.007117046588555782,0.4221802168038552,12721
FSH,hp_e2_oxt_scale,-0.015102661631826076,0.015102661631826076,0.08850822842483687,12721
FSH,hp_e2_oxt_threshold,0.01915555888848446,0.01915555888848446,0.03073461830167376,12721
FSH,oxt_clearance,0.0771279668962131,0.0771279668962131,3.007102093198006e-18,12721
FSH,lactation_oxt_scale,0.031193104130847502,0.031193104130847502,0.000433666957963895,12721
FSH,fat_mobilization_storage_threshold,-0.03666207566428741,0.03666207566428741,3.534050938464737e-05,12721
FSH,lactation_oxt_decay,0.05518360603366602,0.05518360603366602,4.719744630791311e-10,12721
FSH,hp_pg_iof_scale,0.10141678254008646,0.10141678254008646,1.932721140953126e-30,12721
FSH,hp_pg_iof_threshold,0.059398005044871215,0.059398005044871215,2.0194682571302363e-11,12721
FSH,hp_cl_iof_threshold,-0.01928952486920765,0.01928952486920765,0.02958487110828428,12721
FSH,iof_clearance,-0.024480426325546725,0.024480426325546725,0.005758475268005608,12721
FSH,hm_p4_igf_scale,-0.07696294122554308,0.07696294122554308,3.5457389246527316e-18,12721
FSH,hm_p4_igf_threshold,0.05417695213890729,0.05417695213890729,9.694024958129674e-10,12721
FSH,igf_clearance,0.0011848760302353707,0.0011848760302353707,0.8936983125078632,12721
FSH,igf_basal_release,0.07341413602306127,0.07341413602306127,1.1271168305960454e-16,12721
FSH,igf_lh_sensitivity_scale,-0.05300063973912948,0.05300063973912948,2.211986200694658e-09,12721
FSH,igf_lh_sensitivity_threshold,0.021789150013807105,0.021789150013807105,0.01398719590690008,12721
FSH,insulin_fsh_scale,0.21838365518492428,0.21838365518492428,3.5202114587012856e-137,12721
FSH,insulin_fsh_threshold,-0.10015278785666853,0.10015278785666853,1.0056336621071712e-29,12721
FSH,insulin_lh_scale,0.012957328438681633,0.012957328438681633,0.14392181377571164,12721
FSH,insulin_lh_threshold,0.11062820899105942,0.11062820899105942,6.206413802687783e-36,12721
FSH,insulin_igf_scale,0.01773380018497885,0.01773380018497885,0.04548837394235847,12721
FSH,insulin_igf_threshold,-0.012248068855289982,0.012248068855289982,0.16717320599709415,12721
FSH,feed_direct_blood_fraction,0.02747226980018874,0.02747226980018874,0.0019430186883235981,12721
FSH,fat_to_liver_max,-0.038544420998540524,0.038544420998540524,1.3706302809190124e-05,12721
FSH,storage_to_liver_threshold,0.03260126991949252,0.03260126991949252,0.0002354120422430347,12721
FSH,storage_to_liver_max,-0.032896276667831015,0.032896276667831015,0.00020650283741852285,12721
FSH,milk_storage_threshold,0.017714295494321946,0.017714295494321946,0.04572642514442884,12721
FSH,liver_to_storage_max,-0.018340495063165905,0.018340495063165905,0.038588555284293224,12721
FSH,blood_to_liver_glucose_threshold,-0.003147189210197635,0.003147189210197635,0.7226425428573997,12721
FSH,glucagon_secretion_max,-0.0013643666154588732,0.0013643666154588732,0.8777135575339108,12721
FSH,glucagon_clearance,-0.013809317029458744,0.013809317029458744,0.11936645593804127,12721
FSH,glucagon_glucose_threshold,0.0041953368170208755,0.0041953368170208755,0.6361156120793316,12721
FSH,hepatic_glucose_release,0.0029465085779041525,0.0029465085779041525,0.7396649014161375,12721
FSH,blood_to_liver_max,0.02928886750898414,0.02928886750898414,0.0009538398170688932,12721
